route_id,route_short_name,route_long_name,route_type
8__828___,828,MADRID (Canillejas)-ALCOBENDAS-UNIVERSIDAD AUTÓNOMA,mode_3
9__1__006_,1,ARROYO DE LA VEGA-EL SOTO-LA MORALEJA,mode_3
9__2__006_,2,ALCOBENDAS-LA MORALEJA,mode_3
9__3__006_,3,ARROYO DE LA VEGA-SOTO DE LA MORALEJA-EL ENCINAR DE LOS REYES,mode_3
8__510___,510,ALCORCÓN-VILLAVICIOSA-EL BOSQUE,mode_3
8__510_A__,510A,MADRID (Colonia Jardín) - VILLAVICIOSA DE ODÓN - ALCORCÓN,mode_3
8__511___,511,MADRID (Príncipe Pío)-ALCORCÓN (Por Parque Lisboa),mode_3
8__512___,512,MADRID (Príncipe Pío)-ALCORCÓN (Por C. de los Cantos),mode_3
8__513___,513,MADRID (Príncipe Pío)-ALCORCÓN (P.I. Urtinsa),mode_3
8__514___,514,MADRID (Príncipe Pío) - ALCORCÓN (por Los Castillos),mode_3
8__516___,516,MADRID (Príncipe Pío)-ALCORCÓN (Por Universidad Rey Juan Carlos),mode_3
8__517___,517,MADRID (Cuatro Vientos) - ALCORCÓN (Fuente Cisneros),mode_3
8__518___,518,MADRID (Príncipe Pío)-VILLAVICIOSA DE ODÓN,mode_3
8__519___,519,MÓSTOLES-VILLAVICIOSA DE ODÓN,mode_3
8__519_A__,519A,MÓSTOLES (Hospital Rey Juan Carlos) por El Soto-VILLAVICIOSA DE ODÓN (El Bosque),mode_3
8__520___,520,ALCORCÓN-MÓSTOLES,mode_3
8__521___,521,MADRID (Príncipe Pío)-MÓSTOLES,mode_3
8__522___,522,MADRID (Príncipe Pío)-MÓSTOLES (Por Pistas DGT),mode_3
8__523___,523,MADRID (Príncipe Pío)-MÓSTOLES (Villafontana),mode_3
8__524___,524,MADRID (Príncipe Pío) - MÓSTOLES SUR,mode_3
8__526___,526,FUENLABRADA - MÓSTOLES (Por FF.CC),mode_3
8__527___,527,MÓSTOLES (Estación FFCC)-FUENLABRADA (Urb. Loranca),mode_3
8__528___,528,MADRID (Príncipe Pío)-NAVALCARNERO,mode_3
8__529___,529,MÓSTOLES (Hospital Rey Juan Carlos)-NAVALCARNERO-EL ÁLAMO,mode_3
8__529_A__,529A,MÓSTOLES (Hospital Rey Juan Carlos)-NAVALCARNERO-BATRES,mode_3
8__529_H__,529H,MÓSTOLES (Hospital Rey Juan Carlos) - NAVALCARNERO,mode_3
8__530___,530,NAVALCARNERO-VILLANUEVA DE LA CAÑADA,mode_3
8__531___,531,MÓSTOLES (Hospital Rey Juan Carlos)-NAVALCARNERO-SEVILLA LA NUEVA,mode_3
8__531_A__,531A,MÓSTOLES (Hospital Rey Juan Carlos)-NAVALCARNERO-VILLAMANTILLA,mode_3
8__532___,532,MADRID (Colonia Jardín)-SEVILLA LA NUEVA,mode_3
8__534___,534,MADRID (Príncipe Pío)-URB. PARQUE COIMBRA-XANADÚ,mode_3
8__538___,538,MADRID (Príncipe Pío) - NAVALCARNERO (La Dehesa),mode_3
8__539___,539,MADRID (Príncipe Pío)-EL ÁLAMO,mode_3
9__1__096_,1,LA DEHESA-EL PINAR,mode_3
9__1__092_,1,LAS CUMBRES-ESTACIÓN FFCC,mode_3
9__1__007_,1,PUERTA DEL SUR - FUENTE CISNEROS,mode_3
9__2__092_,2,MÓSTOLES (Pradillo)-CEMENTERIO,mode_3
9__2__007_,2,ONDARRETA-PRADO STO DOMINGO,mode_3
9__3__007_,3,ALCORCÓN CENTRAL - PARQUE EL LUCERO,mode_3
9__3__092_,3,POLÍGONO INDUSTRIAL LAS NIEVES-MÓSTOLES PRADILLO,mode_3
9__4__092_,4,MÓSTOLES SUR - MÓSTOLES (HOSPITAL REY JUAN CARLOS),mode_3
9__5__092_,5,MOSTOLES (Estación FF.CC.) - PARQUE COIMBRA,mode_3
9__6__092_,6,UNIVERSIDAD REY JUAN CARLOS-URB. P.GUADARRAMA,mode_3
8__601___,601,MADRID (Moncloa)-EL PARDO-MINGORRUBIO,mode_3
8__602___,602,MADRID (Hospital La Paz)-EL PARDO-MINGORRUBIO,mode_3
8__640___,640,SAN LORENZO DE EL ESCORIAL-ROBLEDO CHAVELA-VALDEMAQUEDA,mode_3
8__640_A__,640A,ROBLEDO DE CHAVELA FFCC-ROBLEDO DE CHAVELA,mode_3
8__645___,645,MADRID (Moncloa)-ROBLEDO DE CHAVELA-CEBREROS,mode_3
8__660___,660,SAN LORENZO DE EL ESCORIAL-GUADARRAMA-VILLALBA,mode_3
8__661___,661,MADRID (Moncloa)-SAN LORENZO DE EL ESCORIAL (Por Galapagar),mode_3
8__661_A__,661A,MADRID (Moncloa)-LAS ZORRERAS (Por Galapagar),mode_3
8__662___,662,MADRID (Moncloa)-URB. MOLINO DE LA HOZ,mode_3
8__664___,664,MADRID (Moncloa)-SAN LORENZO DE EL ESCORIAL (Guadarrama),mode_3
8__665___,665,SAN LORENZO DE EL ESCORIAL-PEGUERINOS,mode_3
8__666___,666,SAN LORENZO DE EL ESCORIAL-ZARZALEJO-LAS NAVAS DEL MARQUÉS,mode_3
8__667___,667,MAJADAHONDA (Hospital)-SAN LORENZO DE EL ESCORIAL (Por Galapagar),mode_3
8__669___,669,SAN LORENZO DE EL ESCORIAL-VILLANUEVA DE LA CAÑADA,mode_3
8__669_A__,669A,S. L. DE EL ESCORIAL - FRESNEDILLAS - NAVALAGAMELLA,mode_3
9__1__131_,1,S. L. DE EL ESCORIAL-FFCC-S. L. DE EL ESCORIAL,mode_3
9__2__131_,2,EL ESCORIAL-SAN LORENZO DE EL ESCORIAL-HOSPITAL-LA PIZARRA,mode_3
9__3__054_,3,EL ESCORIAL-LAS ZORRERAS,mode_3
9__4__131_,4,CIRCULAR SAN LORENZO DE EL ESCORIAL,mode_3
8__350_A__,350A,ARGANDA (Hospital)-ESTREMERA,mode_3
8__350_B__,350B,ARGANDA (Hospital) - VILLAREJO - VILLAMANRIQUE DE TAJO,mode_3
8__350_C__,350C,ARGANDA (Hospital) - BELMONTE,mode_3
8__351___,351,MADRID (Rda. Atocha)-ESTREMERA-BARAJAS DE MELO,mode_3
8__352___,352,MADRID (Rda. Atocha)-FUENTIDUEÑA-TARANCÓN,mode_3
8__353___,353,MADRID (Rda. Atocha)-VILLAMANRIQUE-STA.CRUZ,mode_3
8__355___,355,FUENTIDUEÑA DE TAJO-CENTRO PENITENCIARIO-ESTREMERA,mode_3
9__1__058_,1,POLÍGONO SEVILLA-PARQUE MIRAFLORES,mode_3
9__2__058_,2,CIRCULAR VERDE,mode_3
9__3__058_,3,CIRCULAR ROJA,mode_3
9__4__058_,4,EL ARROYO-LA FUENTE-LORANCA,mode_3
9__6__058_,6,FF.CC. FUENLABRADA CENTRAL - CEMENTERIO,mode_3
9__13__058_,13,BARRIO NARANJO - FF.CC. FUENLABRADA CENTRAL,mode_3
8__330___,330,RIVAS-ARGANDA (Hospital)-MORATA,mode_3
8__331___,331,MADRID (Conde de Casal)-RIVAS (Sta. Mónica)-RIVAS FUTURA,mode_3
8__332___,332,MADRID (Conde de Casal)-RIVAS PUEBLO,mode_3
8__333___,333,Madrid (Conde de Casal) - Rivas (Bellavista),mode_3
8__334___,334,MADRID (Conde de Casal) - RIVAS FUTURA,mode_3
8__336___,336,MADRID (Conde de Casal)-MORATA DE TAJUÑA,mode_3
8__337___,337,MADRID (Conde de Casal)-CHINCHÓN-VALDELAGUNA,mode_3
8__339___,339,MADRID (Conde de Casal)-VALDEMINGÓMEZ,mode_3
8__410___,410,ARANJUEZ-CIEMPOZUELOS-SAN MARTÍN DE LA VEGA,mode_3
8__411___,411,MADRID (Legazpi) - PERALES DEL RÍO,mode_3
8__412___,412,MADRID (Villaverde Bajo-Cruce)-SAN MARTÍN DE LA VEGA,mode_3
8__413___,413,PINTO (FFCC)-SAN MARTÍN DE LA VEGA,mode_3
8__414___,414,MADRID (Villaverde Bajo-Cruce)-C.P. MADRID III,mode_3
8__415___,415,MADRID (Villaverde Bajo-Cruce)-VILLACONEJOS,mode_3
8__416___,416,VALDEMORO (Hosp.)-S. M. DE LA VEGA-TITULCIA-COLMENAR DE OREJA,mode_3
9__1__123_,1,BARRIO DE LA LUNA - RIVAS PUEBLO,mode_3
9__1__132_,1,CIRCULAR SAN MARTIN DE LA VEGA,mode_3
9__1__091_,1,MORATA DE TAJUÑA-ISLA TARAY,mode_3
9_i_1__132_,i1,RUTAS INSTITUTOS,mode_3
8__191___,191,MADRID (Plaza de Castilla)-BUITRAGO,mode_3
8__191_A__,191A,BUITRAGO-BRAOJOS,mode_3
8__191_B__,191B,BUITRAGO-SOMOSIERRA,mode_3
8__191_C__,191C,BUITRAGO-MONTEJO DE LA SIERRA,mode_3
8__191_D__,191D,BUITRAGO-ROBLEDILLO DE LA JARA,mode_3
8__191_E__,191E,BUITRAGO-CERVERA DE BUITRAGO,mode_3
8__193___,193,MADRID (Plaza de Castilla)-PEDREZUELA-EL VELLÓN,mode_3
8__193_A__,193A,EL MOLAR-COTOS DE MONTERREY-VENTURADA,mode_3
8__194___,194,MADRID (Plaza de Castilla)-RASCAFRÍA,mode_3
8__194_A__,194A,BUITRAGO-LOZOYUELA-RASCAFRÍA,mode_3
8__195___,195,MADRID (Plaza de Castilla)-BRAOJOS,mode_3
8__195_A__,195A,CIRCULAR BUITRAGO-GARGANTILLA (Por Lozoyuela),mode_3
8__195_B__,195B,CIRCULAR BUITRAGO-GARGANTILLA,mode_3
8__196___,196,MADRID (Plaza de Castilla)-LA ACEBEDA,mode_3
8__197___,197,MADRID (Plaza de Castilla)-TORRELAGUNA/UCEDA,mode_3
8__197_A__,197A,TORRELAGUNA-PATONES-UCEDA,mode_3
8__197_B__,197B,TORRELAGUNA-EL BERRUECO-LA CABRERA-VALDEMANCO,mode_3
8__197_C__,197C,TORRELAGUNA-VENTURADA/CABANILLAS,mode_3
8__197_D__,197D,TORRELAGUNA-EL VELLÓN-EL MOLAR,mode_3
8__197_E__,197E,TORRELAGUNA-VALDEPIÉLAGOS-TALAMANCA,mode_3
8__199_A__,199A,BUITRAGO - MONTEJO - MANJIRÓN - BUITRAGO,mode_3
8__210___,210,S. S. DE LOS REYES (Hospital)-PARACUELLOS DE JARAMA,mode_3
8__211___,211,MADRID (Canillejas) - PARACUELLOS,mode_3
8__212___,212,MADRID (Canillejas) - PARACUELLOS (Miramadrid),mode_3
8__213___,213,MADRID (Canillejas) - BELVIS,mode_3
8__215___,215,TORREJÓN DE ARDOZ - PARACUELLOS DE JARAMA,mode_3
8__220___,220,TORREJÓN DE ARDOZ-SAN FERNANDO DE HENARES,mode_3
8__222___,222,MADRID (Avda. América)-MECO,mode_3
8__223___,223,MADRID (Avda. América)-ALCALÁ DE HENARES,mode_3
8__224___,224,MADRID (Avda. América)-TORREJÓN DE ARDOZ,mode_3
8__224_A__,224A,MADRID (Avda. América)-TORREJÓN DE ARDOZ (La Mancha Amarilla),mode_3
8__226___,226,MADRID (Avda. América)-TORREJÓN DE ARDOZ (El Soto),mode_3
8__227___,227,MADRID (Avda. América)-ALCALÁ (Espartales-Universidad),mode_3
8__229___,229,MADRID (Avda. América)-ALCALÁ (Virgen del Val),mode_3
8__231___,231,ALCALÁ DE HENARES-URB. ZULEMA-EL VISO,mode_3
8__232___,232,ALCALÁ DE HENARES-TORRES DE LA ALAMEDA,mode_3
8__250___,250,ALCALÁ DE HENARES-MECO,mode_3
8__251___,251,TORREJÓN-VALDEAVERO-ALCALÁ,mode_3
8__252___,252,TORREJÓN-DAGANZO-ALCALÁ,mode_3
8__254___,254,VALDEOLMOS/FUENTE EL SAZ-ALCALÁ DE HENARES,mode_3
8__255___,255,VALDEAVERO-CAMARMA DE ESTERUELAS-ALCALÁ DE HENARES,mode_3
8__256___,256,MADRID (Canillejas)-DAGANZO-VALDEAVERO,mode_3
8__824___,824,MADRID (Aeropuerto) - TORREJÓN DE ARDOZ - ALCALÁ DE HENARES,mode_3
8__913___,913,TORRELAGUNA-EL ATAZAR,mode_3
8__FS2___,FS2,TORRELAGUNA - ALCALÁ DE HENARES,mode_3
9__1__108_,1,PEDREZUELA-URBANIZACIONES,mode_3
9__1__104_,1,URB. ALTOS DE JARAMA - MIRAMADRID,mode_3
9__2__148_,2,FRONTERAS-BARRIO CASTILLO-FRESNO,mode_3
9__2__104_,2,PICÓN DEL CURA - URB. LOS BERROCALES,mode_3
9__3__148_,3,LOS FRESNOS - PLAZA DE ESPAÑA - LOS ALMENDROS,mode_3
9__4__148_,4,TORREJÓN-PARQUE CORREDOR,mode_3
9__6__148_,6,PLAZA DE ESPAÑA - OASIZ,mode_3
9__1_A_148_,1A,CIRCULAR TORREJÓN,mode_3
9__1_B_148_,1B,CIRCULAR TORREJÓN,mode_3
9__5_A_148_,5A,CIRCULAR PARQUE EUROPA,mode_3
9__5_B_148_,5B,CIRCULAR PARQUE EUROPA,mode_3
8__271___,271,ALCALÁ DE HENARES-PEZUELA-PIOZ,mode_3
8__272___,272,ALCALÁ DE HENARES-VILLALBILLA,mode_3
8__275___,275,ALCALÁ-LOS SANTOS DE LA HUMOSA-ALCALÁ,mode_3
8__712___,712,MADRID (Plaza de Castilla) - TRES CANTOS (Por Avda. de Encuartes),mode_3
8__713___,713,MADRID (Plaza de Castilla)-TRES CANTOS (Por Avda. del Parque),mode_3
8__714___,714,MADRID (Plaza de Castilla)-UNIV.AUTÓNOMA-UNIV.COMILLAS,mode_3
8__716___,716,MADRID (Plaza de Castilla)-TRES CANTOS (Soto de Viñuelas),mode_3
9__1__903_,1,FFCC-AVENIDA VIÑUELAS-AVENIDA COLMENAR-FFCC,mode_3
9__2__903_,2,FFCC-AVENIDA COLMENAR-AVENIDA VIÑUELAS-FFCC,mode_3
9__3__903_,3,SOTO DE VIÑUELAS-TRES CANTOS FFCC-SOTO DE VIÑUELAS,mode_3
9__4__903_,4,NUEVO TRES CANTOS - TRES CANTOS FF.CC.,mode_3
9__5__903_,5,NUEVO TRES CANTOS - AV. VIÑUELAS,mode_3
8__280___,280,COSLADA (FFCC)-HOSPITAL-LOECHES,mode_3
8__281___,281,MADRID (Av. de América)-SAN FERNANDO DE HENARES,mode_3
8__282___,282,MADRID (Avda. América)-SAN FERNANDO-MEJORADA,mode_3
8__283___,283,MADRID (Avda. América)-COSLADA-SAN FERNANDO,mode_3
8__284___,284,MADRID (Av. de América)-VELILLA-LOECHES,mode_3
8__285___,285,COSLADA (San Fernando FFCC)-VELILLA-ARGANDA DEL REY,mode_3
8__286___,286,MADRID (Ciudad Lineal)-COSLADA (Ciudad 70),mode_3
8__287___,287,MADRID (Alsacia)-COSLADA (Barrio Estación),mode_3
8__288___,288,MADRID (Ciudad Lineal)-COSLADA-SAN FERNANDO,mode_3
8__289___,289,MADRID (Ciudad Lineal)-COSLADA (Hospital),mode_3
8__290___,290,MADRID (El Cañaveral) - COSLADA - PLENILUNIO,mode_3
8__340___,340,TORREJÓN DE ARDOZ-MEJORADA DEL CAMPO,mode_3
8__341___,341,MADRID (Conde de Casal)-MEJORADA-VELILLA,mode_3
8__432___,432,MADRID (Villaverde Bajo-Cruce)-LEGANÉS,mode_3
8__441___,441,MADRID (Plaza Elíptica)-GETAFE (Sector III-Paseo Juan José Rosón),mode_3
8__442___,442,MADRID (Plaza Elíptica)-GETAFE (Juan de la Cierva),mode_3
8__443___,443,MADRID (Plaza Elíptica)-GETAFE (Barrio Las Margaritas),mode_3
8__444___,444,MADRID (Plaza Elíptica)-GETAFE (Sector III-Islas Canarias),mode_3
8__446___,446,MADRID (Plaza Elíptica)-GETAFE (El Bercial),mode_3
8__447___,447,MADRID (Legazpi)-GETAFE (Hospital),mode_3
8__448___,448,MADRID (Legazpi)-GETAFE (Por Villaverde),mode_3
8__450___,450,GETAFE-LEGANÉS-ALCORCÓN,mode_3
8__455___,455,PINTO - GETAFE,mode_3
8__460___,460,MADRID (Plaza Elíptica)-PARLA-BATRES,mode_3
8__461___,461,MADRID (Plaza Elíptica)-PARLA,mode_3
8__462___,462,PARLA-GETAFE,mode_3
8__463___,463,MADRID (Plaza Elíptica)-PARLA-TORREJÓN DE VELASCO,mode_3
8__464___,464,MADRID (Plaza Elíptica)-PARLA-YUNCLILLOS,mode_3
8__466___,466,PARLA-VALDEMORO,mode_3
8__468___,468,GETAFE-GRIÑÓN/CASARRUBUELOS/SERRANILLOS,mode_3
8__469___,469,MADRID (Plaza Elíptica)-PARLA (Parla Este),mode_3
8__470___,470,MADRID (Plaza Elíptica) - HUMANES - GRIÑÓN,mode_3
8__471___,471,HUMANES-FUENLABRADA-PARLA-PINTO,mode_3
8__560___,560,POZUELO DE ALARCÓN-ALCORCÓN,mode_3
8__561___,561,MADRID (Aluche)-POZUELO-MAJADAHONDA-LAS ROZAS,mode_3
8__561_A__,561A,MADRID (Aluche)-POZUELO-MAJADAHONDA-LAS ROZAS (por Universidad),mode_3
8__561_B__,561B,MADRID (Aluche)-POZUELO-MAJADAHONDA-LAS ROZAS (por Av. Guadarrama),mode_3
8__562___,562,MADRID (Aluche)-POZUELO DE ALARCÓN,mode_3
8__563___,563,MADRID (Aluche)-POZUELO (Por Urb. Las Minas),mode_3
8__564___,564,MADRID (Aluche)-POZUELO (Por Somosaguas Sur),mode_3
8__565___,565,POZUELO (Est. El Barrial) - BOADILLA (Est. Puerta de Boadilla),mode_3
8__566___,566,BOADILLA DEL MONTE-POZUELO DE ALARCÓN,mode_3
8__567___,567,VILLAVICIOSA DE ODÓN-MAJADAHONDA,mode_3
8__610___,610,TORRELODONES-HOYO DE MANZANARES-COLMENAR VIEJO,mode_3
8__611___,611,MADRID (Moncloa)-HOYO DE MANZANARES,mode_3
8__611_A__,611A,MADRID (Moncloa)-HOYO DE MANZANARES (Por Urb. Las Colinas),mode_3
8__612___,612,MADRID (Moncloa)-TORRELODONES,mode_3
8__613___,613,MADRID (Moncloa)-TORRELODONES (Por Centro Comercial),mode_3
8__650_A__,650A,CIRCULAR POZUELO- MAJADAHONDA - POZUELO,mode_3
8__650_B__,650B,CIRCULAR POZUELO- MAJADAHONDA - POZUELO,mode_3
8__651___,651,MADRID (Moncloa)-MAJADAHONDA (Avda. de España),mode_3
8__652___,652,MADRID (Moncloa)-MAJADAHONDA (Carril del Tejar),mode_3
8__653___,653,MADRID (Moncloa)-MAJADAHONDA (Hospital) (Por FFCC),mode_3
8__654___,654,MADRID (Moncloa) - MAJADAHONDA (Urb. Los Satélites),mode_3
8__655___,655,MADRID (Moncloa)-MAJADAHONDA (Hospital),mode_3
8__656___,656,MADRID (Moncloa)-POZUELO DE ALARCÓN,mode_3
8__656_A__,656A,MADRID (Moncloa)-POZUELO-URB.LA CABAÑA,mode_3
8__657___,657,MADRID (Moncloa)-POZUELO (Monteclaro),mode_3
8__657_A__,657A,MADRID (Moncloa) - POZUELO (San Juan de la Cruz),mode_3
8__658___,658,MADRID (Moncloa)-POZUELO (Prado Somosaguas-Ciudad de la Imagen),mode_3
8__658_A__,658A,MADRID (Moncloa) - POZUELO (P.E. La Finca-Ciudad de la Imagen),mode_3
8__659___,659,MADRID (Moncloa) - Univ. Fco. de Vitoria - El Pinar del Plantío,mode_3
8__680___,680,COLLADO VILLALBA (Hospital)-CERCEDILLA,mode_3
8__681___,681,MADRID (Moncloa)-ALPEDRETE,mode_3
8__682___,682,MADRID (Moncloa)-VILLALBA-GUADARRAMA,mode_3
8__683___,683,MADRID (Moncloa)-COLLADO MEDIANO,mode_3
8__684___,684,MADRID (Moncloa)-CERCEDILLA (por Guadarrama),mode_3
8__685___,685,MAJADAHONDA (Hospital) - LAS ROZAS - GUADARRAMA,mode_3
8__686___,686,MADRID (Moncloa)-TORRELODONES (Por Los Peñascales),mode_3
8__686_A__,686A,MADRID (Moncloa)-TORRELODONES (Por Montealegre),mode_3
8__687___,687,MADRID (Moncloa)-COLLADO VILLALBA,mode_3
8__688___,688,MADRID (Moncloa)-LOS MOLINOS,mode_3
8__690___,690,GUADARRAMA-COLLADO MEDIANO-NAVACERRADA,mode_3
8__691___,691,MADRID (Moncloa)-BECERRIL-NAVACERRADA-VALDESQUI,mode_3
8__692SE___,692SE,LOS MOLINOS - CERCEDILLA - VALDESQUÍ,mode_3
8__696___,696,COLLADO VILLALBA (Hospital)-NAVACERRADA,mode_3
8__815___,815,MADRID (Estación Chamartín)-POZUELO DE ALARCÓN,mode_3
8__822___,822,MADRID (Aeropuerto)-COSLADA-SAN FERNANDO DE HENARES,mode_3
8__SE7___,SE7,HOSPITAL DEL HENARES - SAN FERNANDO,mode_3
9__1__080_,1,CIRCULAR (Hospital-Estación FFCC),mode_3
9__1__106_,1,CIRCULAR 1,mode_3
9__1__038_,1,HOSPITAL DE LA FUENFRÍA - FF.CC. - INSTITUTO,mode_3
9__1__130_,1,POL. INDUSTRIAL-C.C. SAN FERNANDO,mode_3
9__1__115_,1,POZUELO DE ALARCÓN-URB. LA CABAÑA,mode_3
9__1__065_,1,SECTOR III-AMBULATORIO,mode_3
9__2__065_,2,ARROYO CULEBRO - AMBULATORIO,mode_3
9__2__049_,2,BARRIO DE LA ESTACIÓN-CENTRO DE TRANSPORTES,mode_3
9__2__080_,2,CIRCULAR (Hospital-Estación FFCC),mode_3
9__2__106_,2,CIRCULAR 2,mode_3
9__2__115_,2,CIRCULAR DE POZUELO DE ALARCÓN,mode_3
9__3__065_,3,3 CIRCULAR DE GETAFE,mode_3
9__3__115_,3,CIRCULAR DE POZUELO DE ALARCÓN,mode_3
9__3__106_,3,HOSPITAL-AVENIDA DE AMÉRICA-LAGUNA PARK,mode_3
9__4__065_,4,POL. IND. LOS ÁNGELES - HOSPITAL - PERALES DEL RÍO,mode_3
9__4__068_,4,POLIDEPORTIVO-VALLEFRESNOS/LA SERRANILLA,mode_3
9__5__065_,5,BUENAVISTA - SECTOR III,mode_3
9__6__065_,6,HOSPITAL - SAN ISIDRO,mode_3
9__7__065_,7,GETAFE CENTRAL-P.I. SAN MARCOS-P.I. EL LOMO-P.E. LA CARPETANÍA,mode_3
9__PI1__065_,PI1,GETAFE CENTRAL - P.I. LOS ANGELES - P.I. LOS OLIVOS,mode_3
8__541___,541,MADRID (Príncipe Pío)-VILLAMANTA-LA TORRE DE E. HAMBRAN,mode_3
8__545___,545,MADRID (Príncipe Pío)-CENICIENTOS-SOTILLO DE LA ADRADA,mode_3
8__546___,546,MADRID (Príncipe Pío)-ROZAS DE PUERTO REAL-CASILLAS,mode_3
8__547___,547,MADRID (Príncipe Pío)-V.DEL PRADO-ALMOROX-ALDEA EN CABO,mode_3
8__548___,548,MADRID (Príncipe Pío)-ALDEA DEL FRESNO-CALALBERCHE,mode_3
8__421___,421,MADRID (Legazpi)-PINTO,mode_3
8__422___,422,MADRID (Legazpi)-VALDEMORO,mode_3
8__423___,423,MADRID (Estación Sur)-ARANJUEZ,mode_3
8__424___,424,MADRID (Legazpi)-VALDEMORO (El Restón),mode_3
8__425___,425,VALDEMORO (Hospital)-CIEMPOZUELOS,mode_3
8__426___,426,MADRID (Legazpi)-CIEMPOZUELOS,mode_3
8__427___,427,MADRID (Villaverde Bajo-Cruce)-ÁREA EMPRESARIAL ANDALUCIA-PINTO,mode_3
8__428___,428,GETAFE-VALDEMORO,mode_3
8__429___,429,MADRID (Legazpi)-ARANJUEZ (PAU de la Montaña),mode_3
8__430___,430,ARANJUEZ-VILLAREJO DE SALVANES,mode_3
9__1__161_,1,CIRCULAR (FFCC-Ambulatorio-FFCC),mode_3
9__1__040_,1,CIRCULAR DE CIEMPOZUELOS,mode_3
9__2__161_,2,ESTACIÓN FFCC-EL RESTÓN,mode_3
9__3__161_,3,CIRCULAR (El Restón-Avenida Andalucía-El Restón),mode_3
9__4__161_,4,ESTACIÓN FFCC-POLÍGONOS NORTE,mode_3
9__5__161_,5,ESTACIÓN FFCC-P.I. ROMPECUBAS,mode_3
9__6__161_,6,ESTACIÓN FFCC-EL CARACOL-EL RESTÓN II,mode_3
9__7__161_,7,ESTACIÓN FFCC-HOSPITAL-EL RESTÓN,mode_3
9__1_A_113_,1A,CIRCULAR PINTO,mode_3
9__1_B_113_,1B,CIRCULAR PINTO,mode_3
9__SE__161_,SE,AV. DE ANDALUCÍA - PISCINA,mode_3
8__551___,551,MADRID (Príncipe Pío)-SAN MARTÍN DE VALDEIGLESIAS-EL TIEMBLO/CEBREROS,mode_3
9__2__005_,2,PUERTA DE SANTA ANA - HOSPITAL/UNIVERSIDAD,mode_3
9__3__005_,3,CUATRO CAÑOS - HOSPITAL/UNIVERSIDAD - ESPARTALES,mode_3
9__5__005_,5,PLAZA DE LA PAZ - NUEVA RINCONADA,mode_3
9__6__005_,6,EST. LA GARENA - VIRGEN DEL VAL,mode_3
9__7__005_,7,ENSANCHE NORTE - NUEVA ALCALÁ / CEMENTERIO JARDÍN,mode_3
9__8__005_,8,LOS NOGALES - VIRGEN DEL VAL,mode_3
9__9__005_,9,EST. ALCALÁ DE HENARES - EL OLIVAR /POLÍGONO CAMPORROSO,mode_3
9__10__005_,10,VIA COMPLUTENSE CENTRO - ESPARTALES NORTE,mode_3
9__11__005_,11,LA GARENA - EST. ALCALÁ UNIVERSIDAD,mode_3
9__1_A_005_,1A,CIRCULAR ALCALÁ DE HENARES,mode_3
9__1_B_005_,1B,CIRCULAR ALCALÁ DE HENARES,mode_3
